#;id;uid;code;name;address;officePhone;contactPerson;mobilePhone;status;createdBy;createdAt;updatedBy;updatedAt;deletedBy;deletedAt;email
;;63e9a389-51d8-4717-8cdd-8f9c8358e497;63e9a389-51d8-4717-8cdd-8f9c8358e497;Supp-0019;Supp-Addr-0019;ofPhone-Supp-0019;pic-Supp-0019;mp_Supp-0019;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0019@mail.com
;;d8ffd282-e3a5-4080-840b-b0aa09461c86;d8ffd282-e3a5-4080-840b-b0aa09461c86;Supp-0020;Supp-Addr-0020;ofPhone-Supp-0020;pic-Supp-0020;mp_Supp-0020;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0020@mail.com
;;f95e090e-6544-48cb-9d09-4d104f8f4678;f95e090e-6544-48cb-9d09-4d104f8f4678;Supp-0021;Supp-Addr-0021;ofPhone-Supp-0021;pic-Supp-0021;mp_Supp-0021;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0021@mail.com
;;9c1469e2-0127-4725-a751-0edf3699734a;9c1469e2-0127-4725-a751-0edf3699734a;Supp-0022;Supp-Addr-0022;ofPhone-Supp-0022;pic-Supp-0022;mp_Supp-0022;0;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0022@mail.com
;;e4bd78ed-b9da-4112-bde2-4fc1519dd3a3;e4bd78ed-b9da-4112-bde2-4fc1519dd3a3;Supp-0023;Supp-Addr-0023;ofPhone-Supp-0023;pic-Supp-0023;mp_Supp-0023;0;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0023@mail.com
;;cbe64557-4a0a-4be6-9c24-4defbecf1adc;cbe64557-4a0a-4be6-9c24-4defbecf1adc;Supp-0024;Supp-Addr-0024;ofPhone-Supp-0024;pic-Supp-0024;mp_Supp-0024;0;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0024@mail.com
;;185d351e-d123-4f0f-9ead-c7cc5986fd56;185d351e-d123-4f0f-9ead-c7cc5986fd56;Supp-0025;Supp-Addr-0025;ofPhone-Supp-0025;pic-Supp-0025;mp_Supp-0025;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0025@mail.com
;;a04b4f30-a9c1-4631-af47-8cc21df7c22a;a04b4f30-a9c1-4631-af47-8cc21df7c22a;Supp-0026;Supp-Addr-0026;ofPhone-Supp-0026;pic-Supp-0026;mp_Supp-0026;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0026@mail.com
;;5a4841ae-5305-4012-9a87-65bb5f609120;5a4841ae-5305-4012-9a87-65bb5f609120;Supp-0027;Supp-Addr-0027;ofPhone-Supp-0027;pic-Supp-0027;mp_Supp-0027;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0027@mail.com
;;4a03a213-b277-4db7-a395-1f688c83a0da;4a03a213-b277-4db7-a395-1f688c83a0da;Supp-0028;Supp-Addr-0028;ofPhone-Supp-0028;pic-Supp-0028;mp_Supp-0028;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0028@mail.com
;;7b395a7d-456d-4612-b844-66642b32e249;7b395a7d-456d-4612-b844-66642b32e249;Supp-0029;Supp-Addr-0029;ofPhone-Supp-0029;pic-Supp-0029;mp_Supp-0029;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0029@mail.com
;;935bf6cb-8a79-481e-a68c-36dfa859b16e;935bf6cb-8a79-481e-a68c-36dfa859b16e;Supp-0030;Supp-Addr-0030;ofPhone-Supp-0030;pic-Supp-0030;mp_Supp-0030;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0030@mail.com
;;1bc95a94-5065-41ea-929d-03145745d4d5;1bc95a94-5065-41ea-929d-03145745d4d5;Supp-0031;Supp-Addr-0031;ofPhone-Supp-0031;pic-Supp-0031;mp_Supp-0031;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0031@mail.com
;;c208c67f-60e6-448c-b5a5-103f5a79d8b3;c208c67f-60e6-448c-b5a5-103f5a79d8b3;Supp-0032;Supp-Addr-0032;ofPhone-Supp-0032;pic-Supp-0032;mp_Supp-0032;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0032@mail.com
;;dfed4b9e-4286-42ad-8caf-8200b1af0562;dfed4b9e-4286-42ad-8caf-8200b1af0562;Supp-0033;Supp-Addr-0033;ofPhone-Supp-0033;pic-Supp-0033;mp_Supp-0033;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0033@mail.com
;;cfc8718f-d339-4d8b-8dd3-f20cad3b4def;cfc8718f-d339-4d8b-8dd3-f20cad3b4def;Supp-0034;Supp-Addr-0034;ofPhone-Supp-0034;pic-Supp-0034;mp_Supp-0034;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0034@mail.com
;;db8b0aa0-7bf4-4de3-8bc1-99bd0a91c530;db8b0aa0-7bf4-4de3-8bc1-99bd0a91c530;Supp-0035;Supp-Addr-0035;ofPhone-Supp-0035;pic-Supp-0035;mp_Supp-0035;2;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0035@mail.com
;;e69709d1-7ed4-4ad3-91bb-869e0e7596d4;e69709d1-7ed4-4ad3-91bb-869e0e7596d4;Supp-0036;Supp-Addr-0036;ofPhone-Supp-0036;pic-Supp-0036;mp_Supp-0036;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0036@mail.com
;;f58bdc81-f10f-4dd6-8dee-c36c751907ec;f58bdc81-f10f-4dd6-8dee-c36c751907ec;Supp-0037;Supp-Addr-0037;ofPhone-Supp-0037;pic-Supp-0037;mp_Supp-0037;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0037@mail.com
;;db260484-81cb-4ad9-9a13-3e6ab6583b47;db260484-81cb-4ad9-9a13-3e6ab6583b47;Supp-0038;Supp-Addr-0038;ofPhone-Supp-0038;pic-Supp-0038;mp_Supp-0038;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0038@mail.com
;;aa4c3c94-33af-41fe-b6f3-cc526655282e;aa4c3c94-33af-41fe-b6f3-cc526655282e;Supp-0039;Supp-Addr-0039;ofPhone-Supp-0039;pic-Supp-0039;mp_Supp-0039;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0039@mail.com
;;439f6a1e-edaf-4857-be2f-265d9bda237f;439f6a1e-edaf-4857-be2f-265d9bda237f;Supp-0040;Supp-Addr-0040;ofPhone-Supp-0040;pic-Supp-0040;mp_Supp-0040;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0040@mail.com
;;183cd298-93b3-456f-9159-949e4e95c6e9;183cd298-93b3-456f-9159-949e4e95c6e9;Supp-0041;Supp-Addr-0041;ofPhone-Supp-0041;pic-Supp-0041;mp_Supp-0041;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0041@mail.com
;;cd637a06-661c-4954-98c4-b6c0eec00c86;cd637a06-661c-4954-98c4-b6c0eec00c86;Supp-0042;Supp-Addr-0042;ofPhone-Supp-0042;pic-Supp-0042;mp_Supp-0042;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0042@mail.com
;;cab4f0b7-be73-4776-b944-4859b45fc432;cab4f0b7-be73-4776-b944-4859b45fc432;Supp-0043;Supp-Addr-0043;ofPhone-Supp-0043;pic-Supp-0043;mp_Supp-0043;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0043@mail.com
;;7eeb901b-a092-4123-9ff0-0d8e8a4ace74;7eeb901b-a092-4123-9ff0-0d8e8a4ace74;Supp-0044;Supp-Addr-0044;ofPhone-Supp-0044;pic-Supp-0044;mp_Supp-0044;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0044@mail.com
;;7ce3a4f2-c934-45ab-9a82-8d2f1af1afcf;7ce3a4f2-c934-45ab-9a82-8d2f1af1afcf;Supp-0045;Supp-Addr-0045;ofPhone-Supp-0045;pic-Supp-0045;mp_Supp-0045;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0045@mail.com
;;39f266dc-bca9-45cc-88ed-1336d1aeab3b;39f266dc-bca9-45cc-88ed-1336d1aeab3b;Supp-0046;Supp-Addr-0046;ofPhone-Supp-0046;pic-Supp-0046;mp_Supp-0046;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0046@mail.com
;;09d8f2a1-8ca6-43d0-b194-f58374561eb0;09d8f2a1-8ca6-43d0-b194-f58374561eb0;Supp-0047;Supp-Addr-0047;ofPhone-Supp-0047;pic-Supp-0047;mp_Supp-0047;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0047@mail.com
;;ccdd1231-d68d-4321-bbbd-61c0b7f5a6f3;ccdd1231-d68d-4321-bbbd-61c0b7f5a6f3;Supp-0048;Supp-Addr-0048;ofPhone-Supp-0048;pic-Supp-0048;mp_Supp-0048;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0048@mail.com
;;c5301253-980c-48d6-97e2-03811772e591;c5301253-980c-48d6-97e2-03811772e591;Supp-0049;Supp-Addr-0049;ofPhone-Supp-0049;pic-Supp-0049;mp_Supp-0049;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0049@mail.com
;;63b0c857-66f0-4685-8e38-e9e41d47a6ad;63b0c857-66f0-4685-8e38-e9e41d47a6ad;Supp-0050;Supp-Addr-0050;ofPhone-Supp-0050;pic-Supp-0050;mp_Supp-0050;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0050@mail.com
;;9e3aa0c5-078f-4e10-926d-d539d17d373e;9e3aa0c5-078f-4e10-926d-d539d17d373e;Supp-0051;Supp-Addr-0051;ofPhone-Supp-0051;pic-Supp-0051;mp_Supp-0051;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0051@mail.com
;;f34e2f25-c875-4a12-949c-9b5d9221fbfd;f34e2f25-c875-4a12-949c-9b5d9221fbfd;Supp-0052;Supp-Addr-0052;ofPhone-Supp-0052;pic-Supp-0052;mp_Supp-0052;2;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0052@mail.com
;;6d4ea9ce-b338-42b2-8253-da8ce2712f4d;6d4ea9ce-b338-42b2-8253-da8ce2712f4d;Supp-0053;Supp-Addr-0053;ofPhone-Supp-0053;pic-Supp-0053;mp_Supp-0053;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0053@mail.com
;;59d8357c-1db5-4aca-ac4f-9ee6f0a85875;59d8357c-1db5-4aca-ac4f-9ee6f0a85875;Supp-0054;Supp-Addr-0054;ofPhone-Supp-0054;pic-Supp-0054;mp_Supp-0054;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0054@mail.com
;;fa281901-1cee-4276-be8b-c247f04adf1a;fa281901-1cee-4276-be8b-c247f04adf1a;Supp-0055;Supp-Addr-0055;ofPhone-Supp-0055;pic-Supp-0055;mp_Supp-0055;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0055@mail.com
;;39fe2a47-7962-4d71-ae54-41f5964fe96f;39fe2a47-7962-4d71-ae54-41f5964fe96f;Supp-0056;Supp-Addr-0056;ofPhone-Supp-0056;pic-Supp-0056;mp_Supp-0056;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0056@mail.com
;;96593a84-288f-412e-a2f7-54b326763b7d;96593a84-288f-412e-a2f7-54b326763b7d;Supp-0057;Supp-Addr-0057;ofPhone-Supp-0057;pic-Supp-0057;mp_Supp-0057;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0057@mail.com
;;4c168123-e44d-491f-a681-47205ee03e7f;4c168123-e44d-491f-a681-47205ee03e7f;Supp-0058;Supp-Addr-0058;ofPhone-Supp-0058;pic-Supp-0058;mp_Supp-0058;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0058@mail.com
;;d1befbf9-098b-499f-bd4b-0d2d09cc2269;d1befbf9-098b-499f-bd4b-0d2d09cc2269;Supp-0059;Supp-Addr-0059;ofPhone-Supp-0059;pic-Supp-0059;mp_Supp-0059;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0059@mail.com
;;e01cdead-ba23-4c48-8eb7-ff94e12714df;e01cdead-ba23-4c48-8eb7-ff94e12714df;Supp-0060;Supp-Addr-0060;ofPhone-Supp-0060;pic-Supp-0060;mp_Supp-0060;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0060@mail.com
;;78f3bab8-b529-4b76-98b9-6efbade5696c;78f3bab8-b529-4b76-98b9-6efbade5696c;Supp-0061;Supp-Addr-0061;ofPhone-Supp-0061;pic-Supp-0061;mp_Supp-0061;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0061@mail.com
;;4af68b4d-e506-459d-bceb-63ab1f6b130a;4af68b4d-e506-459d-bceb-63ab1f6b130a;Supp-0062;Supp-Addr-0062;ofPhone-Supp-0062;pic-Supp-0062;mp_Supp-0062;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0062@mail.com
;;218a49d2-0045-4746-8aee-e617ca50eb93;218a49d2-0045-4746-8aee-e617ca50eb93;Supp-0063;Supp-Addr-0063;ofPhone-Supp-0063;pic-Supp-0063;mp_Supp-0063;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0063@mail.com
;;73e424ac-16d2-4683-a066-1e8be252fe7c;73e424ac-16d2-4683-a066-1e8be252fe7c;Supp-0064;Supp-Addr-0064;ofPhone-Supp-0064;pic-Supp-0064;mp_Supp-0064;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0064@mail.com
;;11ab6fbc-32cb-4427-b3e6-575e5d4666e9;11ab6fbc-32cb-4427-b3e6-575e5d4666e9;Supp-0065;Supp-Addr-0065;ofPhone-Supp-0065;pic-Supp-0065;mp_Supp-0065;2;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0065@mail.com
;;538cf68c-fa8b-458d-99d2-b86e37250b8f;538cf68c-fa8b-458d-99d2-b86e37250b8f;Supp-0066;Supp-Addr-0066;ofPhone-Supp-0066;pic-Supp-0066;mp_Supp-0066;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0066@mail.com
;;c019413e-3e9e-41bc-ad94-104261a21c41;c019413e-3e9e-41bc-ad94-104261a21c41;Supp-0067;Supp-Addr-0067;ofPhone-Supp-0067;pic-Supp-0067;mp_Supp-0067;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0067@mail.com
;;e0f7d5a8-23af-49f9-867d-a2a860138fb9;e0f7d5a8-23af-49f9-867d-a2a860138fb9;Supp-0068;Supp-Addr-0068;ofPhone-Supp-0068;pic-Supp-0068;mp_Supp-0068;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0068@mail.com
;;bade4b8d-c6c5-4b35-a185-9776c6fcd1dd;bade4b8d-c6c5-4b35-a185-9776c6fcd1dd;Supp-0069;Supp-Addr-0069;ofPhone-Supp-0069;pic-Supp-0069;mp_Supp-0069;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0069@mail.com
;;d6bfee24-125b-42a4-9b3b-16a03e373796;d6bfee24-125b-42a4-9b3b-16a03e373796;Supp-0070;Supp-Addr-0070;ofPhone-Supp-0070;pic-Supp-0070;mp_Supp-0070;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0070@mail.com
;;0bfc5007-500c-4374-9a25-f58d004275f3;0bfc5007-500c-4374-9a25-f58d004275f3;Supp-0071;Supp-Addr-0071;ofPhone-Supp-0071;pic-Supp-0071;mp_Supp-0071;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0071@mail.com
;;f55d0e1d-fa38-4f71-8bc2-a25fef1449d5;f55d0e1d-fa38-4f71-8bc2-a25fef1449d5;Supp-0072;Supp-Addr-0072;ofPhone-Supp-0072;pic-Supp-0072;mp_Supp-0072;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0072@mail.com
;;93b0e2e4-99b4-4fb7-bccf-fbc666e198ce;93b0e2e4-99b4-4fb7-bccf-fbc666e198ce;Supp-0073;Supp-Addr-0073;ofPhone-Supp-0073;pic-Supp-0073;mp_Supp-0073;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0073@mail.com
;;a15364c9-e5af-4037-bb9a-cb291dfb24f2;a15364c9-e5af-4037-bb9a-cb291dfb24f2;Supp-0074;Supp-Addr-0074;ofPhone-Supp-0074;pic-Supp-0074;mp_Supp-0074;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0074@mail.com
;;db3feae0-458e-468c-8e86-17aa53dabba7;db3feae0-458e-468c-8e86-17aa53dabba7;Supp-0075;Supp-Addr-0075;ofPhone-Supp-0075;pic-Supp-0075;mp_Supp-0075;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0075@mail.com
;;7ed85547-ba93-4ae4-9b8b-775c9f2ecc01;7ed85547-ba93-4ae4-9b8b-775c9f2ecc01;Supp-0076;Supp-Addr-0076;ofPhone-Supp-0076;pic-Supp-0076;mp_Supp-0076;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0076@mail.com
;;36372144-1848-41b9-8271-7609762ff87a;36372144-1848-41b9-8271-7609762ff87a;Supp-0077;Supp-Addr-0077;ofPhone-Supp-0077;pic-Supp-0077;mp_Supp-0077;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0077@mail.com
;;16020192-0721-410e-a966-9a827ec88b10;16020192-0721-410e-a966-9a827ec88b10;Supp-0078;Supp-Addr-0078;ofPhone-Supp-0078;pic-Supp-0078;mp_Supp-0078;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0078@mail.com
;;da9aecaf-4f3b-48b7-944b-c23e8729d028;da9aecaf-4f3b-48b7-944b-c23e8729d028;Supp-0079;Supp-Addr-0079;ofPhone-Supp-0079;pic-Supp-0079;mp_Supp-0079;3;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0079@mail.com
;;9edc480b-b1b1-4b3f-b9ec-8cb791477bdf;9edc480b-b1b1-4b3f-b9ec-8cb791477bdf;Supp-0080;Supp-Addr-0080;ofPhone-Supp-0080;pic-Supp-0080;mp_Supp-0080;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0080@mail.com
;;59e993db-c0b0-400b-b781-581f079c878f;59e993db-c0b0-400b-b781-581f079c878f;Supp-0081;Supp-Addr-0081;ofPhone-Supp-0081;pic-Supp-0081;mp_Supp-0081;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0081@mail.com
;;c5585613-3b96-492e-a7ea-685c8c7c4184;c5585613-3b96-492e-a7ea-685c8c7c4184;Supp-0082;Supp-Addr-0082;ofPhone-Supp-0082;pic-Supp-0082;mp_Supp-0082;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0082@mail.com
;;892f5091-4361-4408-a774-bed6bc27ca2c;892f5091-4361-4408-a774-bed6bc27ca2c;Supp-0083;Supp-Addr-0083;ofPhone-Supp-0083;pic-Supp-0083;mp_Supp-0083;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0083@mail.com
;;b245860a-a94a-42e5-96c1-78e06a66390e;b245860a-a94a-42e5-96c1-78e06a66390e;Supp-0084;Supp-Addr-0084;ofPhone-Supp-0084;pic-Supp-0084;mp_Supp-0084;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0084@mail.com
;;658ffe6b-99c1-44b9-a2b5-e6e73c5e91da;658ffe6b-99c1-44b9-a2b5-e6e73c5e91da;Supp-0085;Supp-Addr-0085;ofPhone-Supp-0085;pic-Supp-0085;mp_Supp-0085;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0085@mail.com
;;a1f7d942-d18a-4781-9926-943581851621;a1f7d942-d18a-4781-9926-943581851621;Supp-0086;Supp-Addr-0086;ofPhone-Supp-0086;pic-Supp-0086;mp_Supp-0086;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0086@mail.com
;;e1804391-fc72-4944-84a3-86ab34b9e0dc;e1804391-fc72-4944-84a3-86ab34b9e0dc;Supp-0087;Supp-Addr-0087;ofPhone-Supp-0087;pic-Supp-0087;mp_Supp-0087;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0087@mail.com
;;044eb92d-ed4a-4f6a-b9a5-c5ba5c8b5582;044eb92d-ed4a-4f6a-b9a5-c5ba5c8b5582;Supp-0088;Supp-Addr-0088;ofPhone-Supp-0088;pic-Supp-0088;mp_Supp-0088;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0088@mail.com
;;45191f35-ccf9-4084-a5cd-68ef0f3d07cc;45191f35-ccf9-4084-a5cd-68ef0f3d07cc;Supp-0089;Supp-Addr-0089;ofPhone-Supp-0089;pic-Supp-0089;mp_Supp-0089;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0089@mail.com
;;5af7e4a1-c8b6-4b6e-af81-65faff949283;5af7e4a1-c8b6-4b6e-af81-65faff949283;Supp-0090;Supp-Addr-0090;ofPhone-Supp-0090;pic-Supp-0090;mp_Supp-0090;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0090@mail.com
;;078e5c37-e296-4776-a019-517837f29282;078e5c37-e296-4776-a019-517837f29282;Supp-0091;Supp-Addr-0091;ofPhone-Supp-0091;pic-Supp-0091;mp_Supp-0091;1;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0091@mail.com
;;534ce92a-eb59-4b76-a648-dc7bb4997ee3;534ce92a-eb59-4b76-a648-dc7bb4997ee3;Supp-0092;Supp-Addr-0092;ofPhone-Supp-0092;pic-Supp-0092;mp_Supp-0092;3;1;16/06/2024 22:47;1;16/06/2024 22:47;;;supp-0092@mail.com
