#;id;uid;code;name;email;address;officePhone;contactPerson;mobilePhone;status;createdBy;createdAt;updatedBy;updatedAt;deletedBy;deletedAt
;11;c96f53d9-c618-4068-b49a-8ad706bd1a07;c93f0996-f79d-4172-846b-e1bc313c9315;CUSTOMER 0011;cust0011@mail.com;Cust 0011 Addr;off Cust 0011;pic cust 0011;mp cust 0011;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;12;464b7fea-89fe-4a89-b791-ad8fa4792504;464b7fea-89fe-4a89-b791-ad8fa4792504;CUSTOMER 0012;cust0012@mail.com;Cust 0012 Addr;off Cust 0012;pic cust 0012;mp cust 0012;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;13;c6adf469-2c5a-4173-bea6-5a560d605904;c93f0996-f79d-4172-846b-e1bc313c9316;CUSTOMER 0013;cust0013@mail.com;Cust 0013 Addr;off Cust 0013;pic cust 0013;mp cust 0013;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;14;a65c2805-7b71-4394-9775-cb2ff8a0b45e;a65c2805-7b71-4394-9775-cb2ff8a0b45e;CUSTOMER 0014;cust0014@mail.com;Cust 0014 Addr;off Cust 0014;pic cust 0014;mp cust 0014;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;15;ee2ee9d7-b11e-4b0b-93e9-a9f4b178ba72;c93f0996-f79d-4172-846b-e1bc313c9317;CUSTOMER 0015;cust0015@mail.com;Cust 0015 Addr;off Cust 0015;pic cust 0015;mp cust 0015;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;16;d9b29cb0-1821-475f-9674-fc8809253d4d;d9b29cb0-1821-475f-9674-fc8809253d4d;CUSTOMER 0016;cust0016@mail.com;Cust 0016 Addr;off Cust 0016;pic cust 0016;mp cust 0016;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;17;93f1ce55-cdf0-44a8-acd8-ea8596d53eb5;c93f0996-f79d-4172-846b-e1bc313c9318;CUSTOMER 0017;cust0017@mail.com;Cust 0017 Addr;off Cust 0017;pic cust 0017;mp cust 0017;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;18;1856a81f-879e-467e-b6f0-77b297c77ed4;1856a81f-879e-467e-b6f0-77b297c77ed4;CUSTOMER 0018;cust0018@mail.com;Cust 0018 Addr;off Cust 0018;pic cust 0018;mp cust 0018;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;19;461f4649-c41f-4445-90fb-780fb05d1191;c93f0996-f79d-4172-846b-e1bc313c9319;CUSTOMER 0019;cust0019@mail.com;Cust 0019 Addr;off Cust 0019;pic cust 0019;mp cust 0019;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;20;cd54f558-9e8f-40b1-9331-cf1e4fa0fb3e;cd54f558-9e8f-40b1-9331-cf1e4fa0fb3e;CUSTOMER 0020;cust0020@mail.com;Cust 0020 Addr;off Cust 0020;pic cust 0020;mp cust 0020;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;21;ed16f0d9-c10f-4cc2-a1b6-5c4f0864b281;c93f0996-f79d-4172-846b-e1bc313c9320;CUSTOMER 0021;cust0021@mail.com;Cust 0021 Addr;off Cust 0021;pic cust 0021;mp cust 0021;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;22;ed1dc1b7-2871-4304-be41-cd32de36001d;ed1dc1b7-2871-4304-be41-cd32de36001d;CUSTOMER 0022;cust0022@mail.com;Cust 0022 Addr;off Cust 0022;pic cust 0022;mp cust 0022;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;23;3bb8f2ca-dd1f-471e-a0b7-551759156dd5;c93f0996-f79d-4172-846b-e1bc313c9321;CUSTOMER 0023;cust0023@mail.com;Cust 0023 Addr;off Cust 0023;pic cust 0023;mp cust 0023;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;24;7c4da34c-6375-4628-898a-7a602a82c5da;7c4da34c-6375-4628-898a-7a602a82c5da;CUSTOMER 0024;cust0024@mail.com;Cust 0024 Addr;off Cust 0024;pic cust 0024;mp cust 0024;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;25;f87a98fe-1cd9-4733-ae7e-0f88ca6d01d1;c93f0996-f79d-4172-846b-e1bc313c9322;CUSTOMER 0025;cust0025@mail.com;Cust 0025 Addr;off Cust 0025;pic cust 0025;mp cust 0025;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;26;f1f52f05-0031-4efb-8b49-09defa69c4f8;f1f52f05-0031-4efb-8b49-09defa69c4f8;CUSTOMER 0026;cust0026@mail.com;Cust 0026 Addr;off Cust 0026;pic cust 0026;mp cust 0026;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;27;802a2804-dfa2-4273-8b6c-45a7796bc5c4;c93f0996-f79d-4172-846b-e1bc313c9323;CUSTOMER 0027;cust0027@mail.com;Cust 0027 Addr;off Cust 0027;pic cust 0027;mp cust 0027;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;28;1669eb3a-ccff-4a58-a7d0-b17b745a6090;1669eb3a-ccff-4a58-a7d0-b17b745a6090;CUSTOMER 0028;cust0028@mail.com;Cust 0028 Addr;off Cust 0028;pic cust 0028;mp cust 0028;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;29;0527ec07-5c62-4345-a905-abd87e0af49b;c93f0996-f79d-4172-846b-e1bc313c9324;CUSTOMER 0029;cust0029@mail.com;Cust 0029 Addr;off Cust 0029;pic cust 0029;mp cust 0029;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;30;fb8c0ef2-d743-42e8-bfa8-c913e60703fa;fb8c0ef2-d743-42e8-bfa8-c913e60703fa;CUSTOMER 0030;cust0030@mail.com;Cust 0030 Addr;off Cust 0030;pic cust 0030;mp cust 0030;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;31;329d1f1a-ec77-491d-ac96-b104710e7b18;c93f0996-f79d-4172-846b-e1bc313c9325;CUSTOMER 0031;cust0031@mail.com;Cust 0031 Addr;off Cust 0031;pic cust 0031;mp cust 0031;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;32;47ce8928-5065-4566-902f-49866be1220b;47ce8928-5065-4566-902f-49866be1220b;CUSTOMER 0032;cust0032@mail.com;Cust 0032 Addr;off Cust 0032;pic cust 0032;mp cust 0032;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;33;78af7c7c-dafb-4fac-9987-d5e5fc52f70e;c93f0996-f79d-4172-846b-e1bc313c9326;CUSTOMER 0033;cust0033@mail.com;Cust 0033 Addr;off Cust 0033;pic cust 0033;mp cust 0033;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;34;560e99af-d99c-4c61-97cc-cd6754d0407c;560e99af-d99c-4c61-97cc-cd6754d0407c;CUSTOMER 0034;cust0034@mail.com;Cust 0034 Addr;off Cust 0034;pic cust 0034;mp cust 0034;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;35;0031117a-947b-4bfc-bda5-fd92c80b3966;c93f0996-f79d-4172-846b-e1bc313c9327;CUSTOMER 0035;cust0035@mail.com;Cust 0035 Addr;off Cust 0035;pic cust 0035;mp cust 0035;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;36;e9876c9a-67fd-4b9e-b7b6-29af90ac6d36;e9876c9a-67fd-4b9e-b7b6-29af90ac6d36;CUSTOMER 0036;cust0036@mail.com;Cust 0036 Addr;off Cust 0036;pic cust 0036;mp cust 0036;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;37;33f153c9-b933-4733-8166-ba07fcb89896;c93f0996-f79d-4172-846b-e1bc313c9328;CUSTOMER 0037;cust0037@mail.com;Cust 0037 Addr;off Cust 0037;pic cust 0037;mp cust 0037;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;38;81fb5126-9bfc-4a73-a132-811cd494698c;81fb5126-9bfc-4a73-a132-811cd494698c;CUSTOMER 0038;cust0038@mail.com;Cust 0038 Addr;off Cust 0038;pic cust 0038;mp cust 0038;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;39;384390b3-575f-4a41-b4ea-ba53f689a2d3;c93f0996-f79d-4172-846b-e1bc313c9329;CUSTOMER 0039;cust0039@mail.com;Cust 0039 Addr;off Cust 0039;pic cust 0039;mp cust 0039;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;40;4860cfed-5a40-4300-afa1-688bb41866aa;4860cfed-5a40-4300-afa1-688bb41866aa;CUSTOMER 0040;cust0040@mail.com;Cust 0040 Addr;off Cust 0040;pic cust 0040;mp cust 0040;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;41;5a3a34e6-27ee-4e41-b53c-f815d321b6f4;c93f0996-f79d-4172-846b-e1bc313c9330;CUSTOMER 0041;cust0041@mail.com;Cust 0041 Addr;off Cust 0041;pic cust 0041;mp cust 0041;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;42;d2357c58-f9ec-4419-929f-cb06c7af274b;d2357c58-f9ec-4419-929f-cb06c7af274b;CUSTOMER 0042;cust0042@mail.com;Cust 0042 Addr;off Cust 0042;pic cust 0042;mp cust 0042;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;43;9820afa3-bc83-4223-bf54-730d6c700e7d;c93f0996-f79d-4172-846b-e1bc313c9331;CUSTOMER 0043;cust0043@mail.com;Cust 0043 Addr;off Cust 0043;pic cust 0043;mp cust 0043;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;44;cd5920a4-b11b-485b-b353-3b1231760364;cd5920a4-b11b-485b-b353-3b1231760364;CUSTOMER 0044;cust0044@mail.com;Cust 0044 Addr;off Cust 0044;pic cust 0044;mp cust 0044;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;45;b90662fb-ad43-44a5-8acd-6beaa78f0b55;c93f0996-f79d-4172-846b-e1bc313c9332;CUSTOMER 0045;cust0045@mail.com;Cust 0045 Addr;off Cust 0045;pic cust 0045;mp cust 0045;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;46;b45a9852-c059-485a-9d69-a877ef894c35;b45a9852-c059-485a-9d69-a877ef894c35;CUSTOMER 0046;cust0046@mail.com;Cust 0046 Addr;off Cust 0046;pic cust 0046;mp cust 0046;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;47;84c95c59-05a6-4232-bac5-3f3eb826dbbe;c93f0996-f79d-4172-846b-e1bc313c9333;CUSTOMER 0047;cust0047@mail.com;Cust 0047 Addr;off Cust 0047;pic cust 0047;mp cust 0047;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;48;18c4fe25-c9d0-4310-875d-593b6a375a21;18c4fe25-c9d0-4310-875d-593b6a375a21;CUSTOMER 0048;cust0048@mail.com;Cust 0048 Addr;off Cust 0048;pic cust 0048;mp cust 0048;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;49;ea78655b-ed4b-475f-bd99-bb78e5dfb757;c93f0996-f79d-4172-846b-e1bc313c9334;CUSTOMER 0049;cust0049@mail.com;Cust 0049 Addr;off Cust 0049;pic cust 0049;mp cust 0049;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;50;c56a4ace-5d5b-4334-b774-9490b986158c;c56a4ace-5d5b-4334-b774-9490b986158c;CUSTOMER 0050;cust0050@mail.com;Cust 0050 Addr;off Cust 0050;pic cust 0050;mp cust 0050;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;51;32ded2c6-ffde-4eee-b0e4-254af35e2dcc;c93f0996-f79d-4172-846b-e1bc313c9335;CUSTOMER 0051;cust0051@mail.com;Cust 0051 Addr;off Cust 0051;pic cust 0051;mp cust 0051;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;52;20be3091-2cbb-4b75-8ac4-bd4d8c8319c9;20be3091-2cbb-4b75-8ac4-bd4d8c8319c9;CUSTOMER 0052;cust0052@mail.com;Cust 0052 Addr;off Cust 0052;pic cust 0052;mp cust 0052;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;53;6bae5c70-fa94-4a3d-8b57-8b1662af2fed;c93f0996-f79d-4172-846b-e1bc313c9336;CUSTOMER 0053;cust0053@mail.com;Cust 0053 Addr;off Cust 0053;pic cust 0053;mp cust 0053;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;54;299ef2b4-cc77-4c07-a2c6-668ccc393430;299ef2b4-cc77-4c07-a2c6-668ccc393430;CUSTOMER 0054;cust0054@mail.com;Cust 0054 Addr;off Cust 0054;pic cust 0054;mp cust 0054;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;55;4373038d-159b-41c2-a94d-6f67f37f8e20;c93f0996-f79d-4172-846b-e1bc313c9337;CUSTOMER 0055;cust0055@mail.com;Cust 0055 Addr;off Cust 0055;pic cust 0055;mp cust 0055;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;56;4cb001e6-4d50-4350-8931-7bc40f6f3d01;4cb001e6-4d50-4350-8931-7bc40f6f3d01;CUSTOMER 0056;cust0056@mail.com;Cust 0056 Addr;off Cust 0056;pic cust 0056;mp cust 0056;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;57;16a2e2a0-7ded-489e-9397-244e27c31b64;c93f0996-f79d-4172-846b-e1bc313c9338;CUSTOMER 0057;cust0057@mail.com;Cust 0057 Addr;off Cust 0057;pic cust 0057;mp cust 0057;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;58;5f9bcae4-afba-4bdc-9a72-54deb33e44e9;5f9bcae4-afba-4bdc-9a72-54deb33e44e9;CUSTOMER 0058;cust0058@mail.com;Cust 0058 Addr;off Cust 0058;pic cust 0058;mp cust 0058;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;59;1ceae166-5b37-4337-b288-871a4cfb3058;c93f0996-f79d-4172-846b-e1bc313c9339;CUSTOMER 0059;cust0059@mail.com;Cust 0059 Addr;off Cust 0059;pic cust 0059;mp cust 0059;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;60;35900992-37e6-43ac-a225-b448228256fe;35900992-37e6-43ac-a225-b448228256fe;CUSTOMER 0060;cust0060@mail.com;Cust 0060 Addr;off Cust 0060;pic cust 0060;mp cust 0060;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;61;0f249af5-0df8-45f1-9d2b-593eed55bc66;c93f0996-f79d-4172-846b-e1bc313c9340;CUSTOMER 0061;cust0061@mail.com;Cust 0061 Addr;off Cust 0061;pic cust 0061;mp cust 0061;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;62;4f27e99f-b82b-4f01-8e4b-eaef87c6a183;4f27e99f-b82b-4f01-8e4b-eaef87c6a183;CUSTOMER 0062;cust0062@mail.com;Cust 0062 Addr;off Cust 0062;pic cust 0062;mp cust 0062;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;63;48fb2468-ea24-46ef-9cea-cbd64b3955b6;c93f0996-f79d-4172-846b-e1bc313c9341;CUSTOMER 0063;cust0063@mail.com;Cust 0063 Addr;off Cust 0063;pic cust 0063;mp cust 0063;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;64;ec4d2e0f-85c4-4e17-8a14-56b89c82bd82;ec4d2e0f-85c4-4e17-8a14-56b89c82bd82;CUSTOMER 0064;cust0064@mail.com;Cust 0064 Addr;off Cust 0064;pic cust 0064;mp cust 0064;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;65;ec6993b4-a1b3-4efa-bd0c-76fc50ee2d80;c93f0996-f79d-4172-846b-e1bc313c9342;CUSTOMER 0065;cust0065@mail.com;Cust 0065 Addr;off Cust 0065;pic cust 0065;mp cust 0065;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;66;5022450f-8107-4749-9fb8-63f8123b34d7;5022450f-8107-4749-9fb8-63f8123b34d7;CUSTOMER 0066;cust0066@mail.com;Cust 0066 Addr;off Cust 0066;pic cust 0066;mp cust 0066;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;67;0e75147e-cf86-4600-bbc2-a0df0648f76c;c93f0996-f79d-4172-846b-e1bc313c9343;CUSTOMER 0067;cust0067@mail.com;Cust 0067 Addr;off Cust 0067;pic cust 0067;mp cust 0067;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;68;934e2c6f-fc41-44b2-9f97-0d627d2aa55e;934e2c6f-fc41-44b2-9f97-0d627d2aa55e;CUSTOMER 0068;cust0068@mail.com;Cust 0068 Addr;off Cust 0068;pic cust 0068;mp cust 0068;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;69;eb1ef26d-5059-44c2-8d29-b6a76a3dec28;c93f0996-f79d-4172-846b-e1bc313c9344;CUSTOMER 0069;cust0069@mail.com;Cust 0069 Addr;off Cust 0069;pic cust 0069;mp cust 0069;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;70;5b5c8993-8398-4ff6-943d-aa001002ac49;5b5c8993-8398-4ff6-943d-aa001002ac49;CUSTOMER 0070;cust0070@mail.com;Cust 0070 Addr;off Cust 0070;pic cust 0070;mp cust 0070;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;71;2cdf092c-6589-4b46-9b45-67721badbbdf;c93f0996-f79d-4172-846b-e1bc313c9345;CUSTOMER 0071;cust0071@mail.com;Cust 0071 Addr;off Cust 0071;pic cust 0071;mp cust 0071;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;72;e577cee8-cebe-4e7c-adae-ba317e27dd46;e577cee8-cebe-4e7c-adae-ba317e27dd46;CUSTOMER 0072;cust0072@mail.com;Cust 0072 Addr;off Cust 0072;pic cust 0072;mp cust 0072;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;73;22fd7bbe-11fa-42f9-b180-307efbb51a2e;c93f0996-f79d-4172-846b-e1bc313c9346;CUSTOMER 0073;cust0073@mail.com;Cust 0073 Addr;off Cust 0073;pic cust 0073;mp cust 0073;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;74;80442709-e397-40e8-8a8b-cb886492541a;80442709-e397-40e8-8a8b-cb886492541a;CUSTOMER 0074;cust0074@mail.com;Cust 0074 Addr;off Cust 0074;pic cust 0074;mp cust 0074;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;75;f4ba78ff-ea52-4289-9e1f-aac1c603799d;c93f0996-f79d-4172-846b-e1bc313c9347;CUSTOMER 0075;cust0075@mail.com;Cust 0075 Addr;off Cust 0075;pic cust 0075;mp cust 0075;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;76;cf1d939a-cedb-421d-a8c3-79231abbaa86;cf1d939a-cedb-421d-a8c3-79231abbaa86;CUSTOMER 0076;cust0076@mail.com;Cust 0076 Addr;off Cust 0076;pic cust 0076;mp cust 0076;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;77;d9223a6e-8c49-4571-8366-bfb2e2142703;c93f0996-f79d-4172-846b-e1bc313c9348;CUSTOMER 0077;cust0077@mail.com;Cust 0077 Addr;off Cust 0077;pic cust 0077;mp cust 0077;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;78;a4dc1593-d92d-4d0d-beed-367d49731e69;a4dc1593-d92d-4d0d-beed-367d49731e69;CUSTOMER 0078;cust0078@mail.com;Cust 0078 Addr;off Cust 0078;pic cust 0078;mp cust 0078;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;79;811bde02-c761-4f7d-8fea-ad654d6840a3;c93f0996-f79d-4172-846b-e1bc313c9349;CUSTOMER 0079;cust0079@mail.com;Cust 0079 Addr;off Cust 0079;pic cust 0079;mp cust 0079;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;80;61b0a3ab-e53c-4520-b712-2bc49f56b6b8;61b0a3ab-e53c-4520-b712-2bc49f56b6b8;CUSTOMER 0080;cust0080@mail.com;Cust 0080 Addr;off Cust 0080;pic cust 0080;mp cust 0080;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;81;edbe313b-b728-4981-9af5-6d67e60ccc92;c93f0996-f79d-4172-846b-e1bc313c9350;CUSTOMER 0081;cust0081@mail.com;Cust 0081 Addr;off Cust 0081;pic cust 0081;mp cust 0081;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;82;b72da689-f051-4cde-ac1b-3c1d3fb41061;b72da689-f051-4cde-ac1b-3c1d3fb41061;CUSTOMER 0082;cust0082@mail.com;Cust 0082 Addr;off Cust 0082;pic cust 0082;mp cust 0082;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;83;295461a1-6452-468d-9b6d-96953003dda4;c93f0996-f79d-4172-846b-e1bc313c9351;CUSTOMER 0083;cust0083@mail.com;Cust 0083 Addr;off Cust 0083;pic cust 0083;mp cust 0083;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;84;733a0773-1c32-4bdd-9f85-0bd6e3a8b1d2;733a0773-1c32-4bdd-9f85-0bd6e3a8b1d2;CUSTOMER 0084;cust0084@mail.com;Cust 0084 Addr;off Cust 0084;pic cust 0084;mp cust 0084;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;85;49d86067-3583-4983-8126-19224289f656;c93f0996-f79d-4172-846b-e1bc313c9352;CUSTOMER 0085;cust0085@mail.com;Cust 0085 Addr;off Cust 0085;pic cust 0085;mp cust 0085;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;86;6a199491-1986-4f7c-b59d-05e534a3c816;6a199491-1986-4f7c-b59d-05e534a3c816;CUSTOMER 0086;cust0086@mail.com;Cust 0086 Addr;off Cust 0086;pic cust 0086;mp cust 0086;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;87;6c761424-3354-4974-ad89-67554cf485ce;c93f0996-f79d-4172-846b-e1bc313c9353;CUSTOMER 0087;cust0087@mail.com;Cust 0087 Addr;off Cust 0087;pic cust 0087;mp cust 0087;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;88;47019bf9-7905-4f49-bc92-a114da666972;47019bf9-7905-4f49-bc92-a114da666972;CUSTOMER 0088;cust0088@mail.com;Cust 0088 Addr;off Cust 0088;pic cust 0088;mp cust 0088;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;89;106f6e16-75d8-446b-aa69-d5500bbf8901;c93f0996-f79d-4172-846b-e1bc313c9354;CUSTOMER 0089;cust0089@mail.com;Cust 0089 Addr;off Cust 0089;pic cust 0089;mp cust 0089;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;90;c6fe6816-b573-4fd4-9d6e-2ad414962f30;c6fe6816-b573-4fd4-9d6e-2ad414962f30;CUSTOMER 0090;cust0090@mail.com;Cust 0090 Addr;off Cust 0090;pic cust 0090;mp cust 0090;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;91;e3875384-6d3f-42c0-b508-df8442dcede8;c93f0996-f79d-4172-846b-e1bc313c9355;CUSTOMER 0091;cust0091@mail.com;Cust 0091 Addr;off Cust 0091;pic cust 0091;mp cust 0091;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;92;220f05a6-f73a-4c60-af35-f86ecf0e0dae;220f05a6-f73a-4c60-af35-f86ecf0e0dae;CUSTOMER 0092;cust0092@mail.com;Cust 0092 Addr;off Cust 0092;pic cust 0092;mp cust 0092;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;93;d946b413-203f-4813-b40a-d4afd4bb0d5e;c93f0996-f79d-4172-846b-e1bc313c9356;CUSTOMER 0093;cust0093@mail.com;Cust 0093 Addr;off Cust 0093;pic cust 0093;mp cust 0093;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;94;1de1654d-674d-4a61-8042-f556577b4885;1de1654d-674d-4a61-8042-f556577b4885;CUSTOMER 0094;cust0094@mail.com;Cust 0094 Addr;off Cust 0094;pic cust 0094;mp cust 0094;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;95;ea9338f6-67b9-45a6-b566-42c6b3cf5566;c93f0996-f79d-4172-846b-e1bc313c9357;CUSTOMER 0095;cust0095@mail.com;Cust 0095 Addr;off Cust 0095;pic cust 0095;mp cust 0095;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;96;e2ad5535-ade1-415c-b093-45817f2a00da;e2ad5535-ade1-415c-b093-45817f2a00da;CUSTOMER 0096;cust0096@mail.com;Cust 0096 Addr;off Cust 0096;pic cust 0096;mp cust 0096;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;97;0d3bc8fe-211e-424b-a729-955e7140106a;c93f0996-f79d-4172-846b-e1bc313c9358;CUSTOMER 0097;cust0097@mail.com;Cust 0097 Addr;off Cust 0097;pic cust 0097;mp cust 0097;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
